GeneID	GSM4957511	GSM4957512	GSM4957513	GSM4957514	GSM4957515	GSM4957516	GSM4957517	GSM4957518	GSM4957519	GSM4957520	GSM4957521	GSM4957522	GSM4957523	GSM4957524	GSM4957525
664709	1025	767	691	1276	631	1019	744	354	683	1148	918	790	910	1184	635
401898	1	0	0	0	1	0	3	0	2	1	0	3	0	0	2
55552	181	118	136	199	124	221	130	76	101	220	165	140	206	149	107
126068	294	258	265	338	187	405	380	141	84	371	219	361	335	213	222
126069	89	26	42	91	53	114	14	70	28	158	56	8	81	32	78
126070	591	319	368	541	401	701	248	334	283	805	496	205	565	432	400
90594	61	30	57	51	127	52	77	31	16	200	34	47	49	21	52
7620	271	136	150	201	215	259	51	109	34	369	180	86	223	114	246
90592	689	561	654	759	588	867	590	478	284	1227	628	568	954	509	494
284390	156	123	116	94	110	154	129	91	43	344	138	122	182	76	152
101928464	71	28	76	98	68	172	22	94	68	259	151	26	149	122	157
163059	64	36	43	56	39	56	63	42	31	97	33	45	60	66	47
729747	8	7	4	8	12	6	13	6	5	7	5	1	11	5	5
284391	545	425	365	550	289	702	1192	205	283	687	447	877	629	425	465
388507	194	133	109	172	156	299	305	115	82	423	165	219	188	99	155
105372275	13	9	12	10	9	15	15	5	3	29	6	7	28	6	17
100529855	114	105	101	107	110	112	95	67	65	169	71	81	153	91	81
7568	107	100	93	96	105	107	76	64	60	155	64	73	135	87	67
90589	67	30	45	47	40	48	87	18	21	52	39	56	66	38	36
7695	516	447	444	557	534	579	637	330	393	872	510	583	589	738	363
100289333	1	0	2	1	2	2	3	0	0	1	0	0	1	1	2
107984139	3	3	4	7	5	7	0	2	3	8	5	5	8	10	2
51710	444	393	285	412	359	404	455	231	259	597	383	391	451	428	335
147837	127	128	82	107	126	108	122	37	66	144	100	127	107	127	57
79973	36	33	28	60	3	46	255	19	18	20	14	119	45	27	17
90576	265	173	211	237	203	293	160	150	99	359	213	131	264	221	169
10224	109	64	73	99	86	113	31	48	19	144	89	31	110	70	77
163051	120	123	99	77	131	84	40	58	23	123	57	42	96	38	72
163050	575	565	478	594	440	570	556	288	262	654	444	530	518	398	312
105372278	8	4	3	2	9	2	2	3	0	9	1	3	5	4	1
57474	402	326	277	275	287	337	426	145	106	463	259	366	410	266	412
163049	959	584	705	907	875	1002	820	463	487	1275	858	939	984	864	590
105372279	58	60	52	79	56	68	53	29	62	87	67	67	63	92	35
4125	38667	25392	21270	34845	32660	47707	22290	17695	25320	55161	31985	21854	41164	35336	45911
84292	702	385	532	629	575	779	409	394	454	875	676	437	858	842	737
51398	1431	762	990	1310	1171	1459	750	715	682	1824	1103	731	1560	1105	1389
1725	1004	647	741	950	1149	967	1324	491	611	1580	850	1288	1318	936	1269
105372280	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
84261	123	45	75	125	67	121	13	46	73	133	117	29	111	59	103
30000	1692	1412	1466	1863	1415	1576	2572	972	1267	1651	1567	2410	2474	2006	1893
106633804	2	2	0	3	1	2	3	1	0	1	3	1	1	3	3
26810	0	0	0	0	0	3	1	0	0	2	2	2	1	1	0
79002	3336	2127	2122	2709	2894	3385	3144	1465	1736	3536	2760	2731	3323	2637	2467
439	3431	2070	2247	3190	1392	3448	1676	1658	1761	2654	2209	1413	2917	2504	1922
54831	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0
29911	356	263	380	290	450	237	698	207	101	370	242	495	476	221	308
100847071	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
3726	4299	7247	6649	5404	5156	5800	33942	4459	7679	5049	5410	23910	10116	8684	5684
7001	304	99	130	414	334	480	160	175	299	549	290	90	303	507	418
10535	294	221	233	301	141	287	147	132	115	198	305	123	223	144	240
83546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22983	12	8	12	1	10	5	3	5	3	12	7	2	18	1	23
102466196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1777	7767	9595	7030	2553	5001	18213	2688	11492	3166	16045	10025	3454	24874	2215	14819
10661	24	29	36	16	2	37	1	35	1	28	29	3	81	11	33
2639	721	412	473	782	295	616	419	285	339	487	477	316	607	575	424
256126	26	9	19	17	15	23	13	7	10	23	33	11	20	21	14
100847016	0	1	2	3	0	0	0	0	0	0	0	0	0	2	2
2193	2243	1406	1622	3537	1368	2227	1323	1036	2243	1615	1928	1167	1774	3243	1350
106144598	35	30	33	65	31	42	33	18	51	41	38	31	41	88	31
811	68419	31131	83143	73336	16434	65933	12200	50128	44982	27443	40104	16312	79795	65260	22292
102466659	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1
5886	4384	3944	3532	4353	2858	3602	2930	2110	2234	2879	2516	3006	3594	3073	2245
90480	2000	1450	1723	2096	1245	1682	1193	1208	1087	1349	1307	1010	1916	1343	1096
199699	0	2	2	0	0	1	1	0	0	1	0	0	3	0	0
4784	26	54	31	15	13	48	176	17	15	28	32	114	74	51	23
107985286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4066	1947	1390	1738	1406	1072	1579	71	906	301	1594	935	236	1439	415	1248
105372282	214	126	228	207	132	205	69	106	110	150	159	57	175	199	155
55621	926	408	703	1380	416	777	458	406	737	588	668	296	574	1248	478
112939	2965	2658	2640	3570	2601	3265	3030	1632	2102	2368	2770	3334	3137	4016	2078
8677	2100	1755	1492	1768	2434	2266	217	996	444	3146	2081	727	2485	1221	2469
9592	684	1312	853	970	1390	785	2801	519	983	1049	958	2138	1486	1690	818
107985288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
773	1	16	0	3	1	7	62	2	0	6	15	39	19	15	0
105372283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985287	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
105372284	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0
81576	1031	780	792	882	730	831	817	451	473	867	730	872	1106	717	902
84245	1172	669	746	1040	880	964	593	378	331	1230	850	442	837	454	1005
28974	1496	763	975	1568	967	1396	809	683	859	1407	1109	821	1389	1434	1004
65249	387	2354	263	202	859	238	1608	105	635	325	430	2683	353	1089	285
107985334	6	32	4	4	10	1	25	2	5	5	3	56	7	29	6
284454	402	529	523	480	568	359	855	295	496	358	657	1092	604	835	387
407013	2	2	6	1	5	2	3	0	1	0	2	4	1	7	2
407018	2	3	1	0	1	0	1	1	0	0	0	1	1	0	2
407010	1	3	3	1	4	2	6	0	1	0	2	4	5	3	1
342977	0	1	0	0	2	0	0	0	1	0	0	5	0	3	0
406957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
574457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79173	15	6	3	8	16	8	6	3	6	24	28	7	20	7	35
54862	1455	946	1031	1118	902	1188	1209	596	459	1308	882	1158	1381	796	1266
79883	32	14	32	45	23	32	9	18	10	39	41	11	109	32	68
90379	1185	962	1002	1052	759	1017	1006	540	467	898	816	1069	1252	655	919
5989	807	550	600	826	495	630	123	273	321	572	546	256	734	458	597
107985309	3	0	1	2	0	0	0	0	2	1	4	0	2	6	1
117579	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9466	888	526	705	4051	353	1760	266	720	3054	652	2023	591	1536	5752	739
342979	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0
113230	17	18	23	12	47	42	7	18	53	35	55	26	70	104	46
102466515	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0
646457	5	3	2	0	6	5	7	1	1	4	2	5	1	6	4
90378	1195	980	1177	1319	915	918	158	508	639	842	902	415	1176	850	718
5566	6775	4310	6179	5652	4145	5558	1269	3395	2515	4644	3594	2057	6085	3551	3764
55723	236	246	137	58	314	235	51	54	19	457	588	151	410	76	694
100507373	342	296	253	164	428	192	179	120	75	446	178	231	307	110	301
22859	565	512	628	441	803	409	409	229	224	847	494	673	785	410	764
105372288	0	4	0	0	8	0	4	0	0	1	0	3	0	1	0
101928845	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
976	3689	6401	3336	4171	3109	4687	2085	1911	1851	2764	5063	6604	6082	4041	3216
10212	2056	1272	1740	2451	958	1937	1398	1029	1451	1391	2063	1242	1890	2224	1260
5585	5872	5378	5656	6047	4843	5688	3776	3341	1859	6830	3920	4239	7085	2559	5603
5731	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0
10755	1699	1573	1513	1769	537	1516	978	1091	596	956	835	1086	1663	769	794
3337	4189	3308	4180	5346	3412	3759	1573	2421	2206	3084	2341	1489	3733	3401	2014
9524	4474	1698	2483	3987	2092	3944	659	1702	1598	3508	2677	672	3698	2577	3073
693224	8	5	8	7	9	22	3	2	10	16	10	2	11	8	7
112268253	0	0	3	3	1	0	0	0	0	5	4	2	2	1	1
4713	1715	817	932	1640	724	1764	610	828	982	1381	1482	567	1315	1351	842
388512	4	2	0	1	141	2	0	3	1	17	4	4	7	3	23
84658	4	4	1	7	674	10	0	2	3	584	11	6	13	1	421
106635534	301	501	443	476	541	705	534	386	448	527	627	553	686	613	257
107985308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84449	1209	1743	1868	1684	1431	999	977	850	772	1308	752	1284	2198	986	734
30817	5504	11241	14058	9975	6889	4241	2800	5348	4183	3344	3383	7177	18443	6139	1969
26664	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
26659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85360	2	2	12	0	9	2	22	3	2	0	5	7	15	4	3
10994	1227	720	968	1374	881	1535	435	618	952	1234	1069	485	1288	1256	1073
4854	524	617	119	296	2545	869	52	128	647	1272	964	354	541	960	1481
102465476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79852	35	21	11	28	53	7	5	0	4	9	0	15	7	5	9
23476	3031	2652	2567	3117	2163	2658	3186	1285	1441	2574	2075	3457	2920	2686	2052
10270	980	910	834	1176	822	1048	1575	574	867	1221	1080	1407	1080	1307	849
26993	1406	1120	923	1107	1287	1336	2024	678	714	2308	1333	1921	2033	1228	1922
58525	1648	1135	1271	1560	1019	1283	1331	702	835	1259	951	1004	1473	1190	1284
100302127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64926	527	763	513	301	574	333	239	223	116	544	170	346	297	92	517
114770	0	2	0	0	0	0	8	0	0	1	0	1	1	1	1
126410	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
11283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4051	1	0	0	1	0	25	2	6	12	1	28	3	6	21	0
66002	0	0	0	0	0	21	1	14	2	0	3	0	6	0	0
26538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26539	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
105372290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
652995	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1
102724279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369202	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
8529	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
57834	5	7	2	7	0	30	9	3	25	4	0	0	0	1	0
126541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7171	23117	22594	23236	39926	9529	24261	16759	18440	20595	9294	18558	18640	24399	33357	5719
4218	5679	5441	4354	6397	3979	4968	8213	2726	3399	4418	3322	6385	4522	6240	3059
84941	21	44	20	22	23	22	4455	7	13	74	8	2285	25	34	46
117286	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1
26017	3838	2279	2739	3393	2158	3556	2890	1796	1838	3357	2430	2426	3577	3165	2319
8907	3278	2086	2798	3144	1957	3328	2958	1751	1367	2673	2337	2129	3286	2181	2341
10365	839	293	782	516	649	695	2	572	55	491	222	21	402	42	339
58513	1696	1306	1304	1645	948	1347	896	733	671	1266	994	991	1284	1233	949
125972	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0
84167	415	292	284	433	328	337	344	178	267	461	282	286	316	322	325
10523	1525	1025	1126	1573	1023	1211	1239	638	907	1296	985	971	1236	1191	1142
79939	2620	1680	2098	3144	3523	2619	1781	1298	1604	2364	2173	2137	2727	3428	1752
105372295	32	25	18	15	29	25	107	10	19	39	23	76	27	26	21
9441	453	373	342	468	392	429	445	174	271	421	303	417	380	414	357
105372296	6	6	7	2	3	14	6	0	8	4	9	8	3	1	3
79086	2189	1230	1542	2047	1672	2481	1538	1190	1238	2595	1876	1488	2086	1992	1772
79041	15	19	18	15	46	32	8	14	10	104	11	4	21	5	43
284434	0	1	0	0	0	0	0	0	0	0	6	0	1	1	0
23309	3068	1797	1886	1917	1785	2274	1660	931	790	2875	1457	1193	2043	1156	2436
9002	1075	40	80	161	155	132	0	6	4	26	122	3	10	9	119
27151	434	555	146	94	402	716	110	102	134	790	617	105	371	145	812
93323	292	191	154	290	324	323	336	95	149	343	335	237	198	262	238
4650	26957	14179	14095	17765	25162	28568	21099	9157	10331	33070	21510	11907	23113	16543	30555
109623483	2	0	6	2	7	0	1	0	0	2	5	4	4	2	1
55850	415	203	242	302	374	300	248	137	157	404	377	216	415	293	382
79629	548	392	470	461	598	403	247	170	147	621	293	326	519	219	643
2063	217	275	271	386	181	125	106	73	98	141	127	136	241	237	125
83878	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0
29086	2224	1613	1688	2257	1122	2170	1389	1037	1067	1812	1650	1480	2203	1681	1334
126549	40	158	36	45	34	12	266	8	30	13	28	240	19	53	27
79575	1051	1147	880	753	1224	834	804	546	316	1562	751	1440	1222	455	1395
64981	1428	673	686	1402	570	1557	753	563	820	1236	1018	679	933	1197	799
79016	1059	827	729	1024	661	883	1154	538	576	810	725	1156	995	956	584
57719	694	663	1095	804	506	537	441	531	257	704	458	559	1459	407	627
84705	319	206	354	343	250	280	207	171	141	372	272	198	584	189	416
83483	0	0	1	6	0	2	22	0	0	2	1	18	1	7	0
105372298	0	0	0	0	0	0	5	0	0	0	0	2	0	0	2
110806280	2	6	2	0	5	2	117	1	1	0	2	71	5	5	7
684	6653	7326	5732	6864	4160	6103	35483	3205	3491	6563	4202	22760	6522	5595	4827
105221694	456	331	239	321	200	399	1349	182	188	511	405	1206	422	329	399
93343	1083	582	962	784	594	927	595	459	348	987	680	518	1187	454	774
100130519	5	0	3	1	2	5	4	1	3	1	2	4	4	2	5
115861	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
376497	2856	2100	1591	1256	3360	3426	515	1080	484	6145	2720	701	3346	674	5658
100507551	244	145	179	144	221	320	198	136	110	416	246	182	306	121	341
25796	2082	1025	1599	1729	1262	2059	1104	978	936	1951	1413	1209	2098	1075	1711
199786	79	71	130	75	97	159	29	71	71	341	103	43	222	87	166
79709	24653	18728	23106	26193	16859	24117	3540	13921	9945	20271	16243	8275	26253	16063	16215
23025	5	3	1	1	2	12	407	1	74	3	19	628	1	285	2
55201	3015	3489	2996	5609	3622	2748	1511	1484	1894	2395	1562	1556	2270	2489	1908
23149	375	377	405	1296	383	390	389	206	554	501	322	358	356	1051	279
10331	0	0	1	0	0	0	2	0	0	0	10	9	8	5	4
3640	0	46	17	0	2	0	93	1	0	0	1	58	21	3	0
3718	111	4895	4599	71	148	39	11828	1602	158	26	162	10057	7089	516	48
6142	8217	3918	4307	8829	6793	7383	4404	2570	4735	8470	6753	4048	7203	7405	7101
26780	1	4	2	5	2	3	1	1	6	3	5	2	2	4	1
6528	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
115098	1679	838	1183	1866	720	1617	854	777	936	1223	1016	716	1326	1077	908
3780	0	1	0	0	7	0	384	0	2	1	1	98	3	2	1
27106	2641	2200	1629	1610	3830	2889	1094	950	827	6121	2567	1408	3315	1128	4910
3594	444	919	423	532	192	570	646	330	252	433	246	661	591	242	355
23031	2348	1737	2203	1563	3062	1822	542	982	428	3226	1263	885	2363	923	2821
5296	2301	1358	1587	2056	1484	2166	508	957	844	2013	1567	751	2333	1195	1675
10437	165104	101062	84423	113189	120260	229898	99630	96106	85007	276902	97423	75415	128336	83412	172495
84769	378	241	259	469	128	305	328	129	187	185	228	304	242	332	148
5864	86	40	66	74	74	54	24	27	15	102	41	20	75	24	59
102725254	0	0	2	0	2	1	1	0	0	5	0	0	0	0	1
5143	3	2	1	1	17	2	2	0	0	3	0	5	2	2	6
729966	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
80726	14	34	22	10	49	11	35	3	1	20	28	54	46	11	63
3727	1972	1948	1802	2520	2881	1880	2518	998	1556	2567	1969	2306	2565	2033	1824
100422833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25804	2000	1043	1472	2644	749	2231	702	1139	1104	1306	1919	774	1891	1885	1086
105372300	21	21	9	7	69	21	33	4	7	72	21	39	18	14	68
54858	2923	1978	2190	2226	4342	3621	444	1665	955	4995	2955	1011	4429	2000	3786
9518	63	61	23	38	122	358	18	53	51	176	382	205	142	201	218
100422943	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0
126364	8152	11079	14055	6247	7516	7444	470	8482	1584	7608	3975	1266	16828	1229	5686
170463	1399	907	1415	1929	1033	1630	312	709	778	1446	1467	331	1720	941	1164
51477	141	68	135	335	178	255	40	74	164	187	306	49	209	362	206
8178	2489	1450	2064	3431	2547	1834	1346	1260	1151	1955	1067	1232	1755	1341	1392
23770	9930	5690	7975	8124	9859	9704	3309	4907	3743	10136	6852	4459	11908	5781	8148
79036	2690	1780	2278	2996	1885	2785	2172	1464	1479	2296	1972	1938	2963	2361	1923
7311	11341	6153	7120	10611	9627	10393	4149	4805	6309	13220	9423	5152	12586	9595	11067
55049	1354	756	1056	1331	899	1595	311	760	649	1481	1461	649	1910	1095	1442
9244	2	1	0	1	3	0	0	0	0	1	0	0	0	2	4
25789	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
55295	624	462	418	460	625	489	437	161	144	623	352	444	478	264	619
23373	843	668	565	550	1047	583	437	248	197	904	542	432	661	344	780
1311	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
107985321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5976	5433	3880	4767	5516	3600	4407	4764	2555	2231	4389	3369	3985	5180	3923	3530
10715	2	1	0	0	1	3	4	1	1	3	9	3	3	5	5
2657	0	1	0	0	0	2	1	1	1	1	3	2	2	2	3
11316	5587	3389	4644	5509	2879	5551	2790	2682	2452	3985	3786	2778	5046	3768	3118
54555	1057	559	711	1425	549	984	669	431	626	605	767	491	824	1128	576
9454	4010	1422	2637	2712	2905	3520	125	1725	827	4334	2097	258	2817	861	3077
102724360	86	28	44	67	50	71	2	14	25	58	35	5	29	16	63
107985268	7	6	8	5	21	7	0	1	1	25	6	0	2	5	9
10147	4160	2890	3477	4592	2317	3937	3080	2697	2755	3991	3655	2778	4380	4488	3028
93436	983	437	689	1480	334	1072	556	500	723	520	859	398	812	1198	447
284439	127	108	104	72	164	91	38	40	23	199	78	42	116	27	162
54929	599	378	384	644	494	527	232	241	285	733	352	210	509	423	723
4207	160	146	124	169	99	157	167	88	108	129	109	133	175	127	106
100271849	31	37	24	28	41	18	31	16	9	55	25	34	41	22	40
729991	362	297	321	365	164	372	351	192	282	230	243	297	357	342	200
8625	881	834	789	1015	670	840	791	550	532	892	625	873	999	764	793
126382	235	189	226	394	171	281	268	138	231	264	243	196	266	259	210
1463	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
404037	1	0	1	8	2	7	0	0	3	3	4	1	0	18	3
53345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57794	1136	824	845	910	795	889	1123	468	384	1168	665	933	1167	659	885
23383	2289	1997	1928	2176	1980	1967	3029	1004	1019	2612	1715	3151	2796	1710	2273
54815	3440	2288	2961	4288	2113	3846	2098	1847	2116	2415	3268	2231	3521	3865	1910
693225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83983	53	65	69	38	68	39	29	24	19	81	30	42	61	28	70
